資料名/Title	解題/Description	出版事項/Publication, Discribution, etc.Area	数量/Unit	日付/Date	所蔵/Location	所蔵年次/Year	所蔵巻号/Volumes	請求記号/Call No.	資料区分/Document Categoly	データ形式/Format	本文言語/Language	Place	備考/Comments	書誌番号/Bib.ID	ライセンス/License	アイテムURL	Is Referenced By	iiif viewer	ID	ウェブサイトURL	サムネイル	機械可読ドキュメント	viewingDirection	viewingHint	コレクション	ソート用項目	西暦	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
灯明台雇ロツセル [Russell] 氏手当相渡済の旨通知	No.: BE00871|帖整理番号: 110|種別: 奉行からの書翰|帖年月次: 1871 第1月下|文書番号: 12|元号: 明治|年: 3|月: 11|日: 25|西暦年: 1871|宛名: サトウ|宛名原綴: Satow|差出人1: 大木民部大輔|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/92ff9be5-a0a2-4f58-8caa-9047d3496859.json	92ff9be5-a0a2-4f58-8caa-9047d3496859														3
南校雇ダラス [Dallas] 氏、リング [Ring] 氏暴漢の為負傷一件通知	No.: BE00872|帖整理番号: 110|種別: 奉行からの書翰|帖年月次: 1871 第1月下|文書番号: 13|元号: 明治|年: 3|月: 11|日: 24|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 寺島従四位|差出人2: 沢従三位|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ce8dc088-56b3-408d-905d-af680787bfc0.json	ce8dc088-56b3-408d-905d-af680787bfc0														3
山本五位儀英人乗馬の為負傷一件明細書相添へ届出の次第を通知	No.: BE00873|帖整理番号: 110|種別: 奉行からの書翰|帖年月次: 1871 第1月下|文書番号: 14|元号: 明治|年: 3|月: 11|日: 27|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 寺島従四位|差出人2: 沢従三位|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/764ff2a3-167e-4659-be35-71e55bbe484e.json	764ff2a3-167e-4659-be35-71e55bbe484e														6
蝦夷海岸測量打合せ	No.: BE00874|帖整理番号: 110|種別: 奉行からの書翰|帖年月次: 1871 第1月下|文書番号: 15|元号: 明治|年: 3|月: 11|日: 27|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 寺島従四位|差出人2: 沢従三位|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c4cadf17-ea8b-442f-836d-a7ae7bb4bc53.json	c4cadf17-ea8b-442f-836d-a7ae7bb4bc53														3
英国騎兵久留米藩邸内参観の際発砲せしに付禁止の旨通告	No.: BE00875|帖整理番号: 110|種別: 奉行からの書翰|帖年月次: 1871 第1月下|文書番号: 16|元号: 明治|年: 3|月: 12|日: 2|西暦年: 1871|宛名: サトウ|宛名原綴: Satow|差出人1: 田辺外務少丞|差出人2: 丸山外務権大丞|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/665e1ef5-6acb-4100-99ff-bf03c0c16504.json	665e1ef5-6acb-4100-99ff-bf03c0c16504														2
我外務省を霞ヶ関元民部省跡へ移転の通知	No.: BE00876|帖整理番号: 110|種別: 奉行からの書翰|帖年月次: 1871 第1月下|文書番号: 17甲|元号: 明治|年: 3|月: 12|日: 10|西暦年: 1871|宛名: 書記官|差出人1: 外務大少丞|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/bec2a34f-9157-4929-a1a5-999a0a389667.json	bec2a34f-9157-4929-a1a5-999a0a389667														1
公使来邸につき挨拶状	No.: BE00877|帖整理番号: 110|種別: 奉行からの書翰|帖年月次: 1871 第1月下|文書番号: 17乙|元号: 明治|年: 3|月: 11|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 徳川正三位|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fd334d16-5309-4a37-9b67-394cfba83a8b.json	fd334d16-5309-4a37-9b67-394cfba83a8b														3
シルビヤ [Sylvia] 船将より中国海辺測量の節、和歌山藩等にて厚意を受けし謝状の返書	No.: BE00878|帖整理番号: 111|種別: 奉行からの書翰|帖年月次: 1871 第2月|文書番号: 18|元号: 明治|年: 3|月: 12|日: 15|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 沢従三位|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0327948d-3f59-4e4f-b435-943c0e525975.json	0327948d-3f59-4e4f-b435-943c0e525975														1
遊猟規程を通知	No.: BE00879|帖整理番号: 111|種別: 奉行からの書翰|帖年月次: 1871 第2月|文書番号: 19|元号: 明治|年: 3|月: 12|日: 20|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 寺島従四位|差出人2: 沢従三位|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/04fc9111-3c45-4722-9f35-495a2394b8f0.json	04fc9111-3c45-4722-9f35-495a2394b8f0														3
横浜港内規則作成に付打合せ	No.: BE00880|帖整理番号: 111|種別: 奉行からの書翰|帖年月次: 1871 第2月|文書番号: 20|元号: 明治|年: 3|月: 12|日: 24|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 外務大輔寺島宗則|差出人2: 外務卿沢宣嘉|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4507ef11-bef8-49b9-a837-819b23efcdb8.json	4507ef11-bef8-49b9-a837-819b23efcdb8														2
相州釼崎灯明台落成通知	No.: BE00881|帖整理番号: 111|種別: 奉行からの書翰|帖年月次: 1871 第2月|文書番号: 22|元号: 明治|年: 3|月: 12|日: 25|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 外務大輔寺島宗則|差出人2: 外務卿沢宣嘉|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d55f8ebd-0deb-4ffb-a622-ea8b7ccf3f97.json	d55f8ebd-0deb-4ffb-a622-ea8b7ccf3f97														2
我国新年歳末の休暇通知	No.: BE00882|帖整理番号: 111|種別: 奉行からの書翰|帖年月次: 1871 第2月|文書番号: 21|元号: 明治|年: 3|月: 12|日: 25|西暦年: 1871|宛名: 書史|差出人1: 外務大少丞|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9c3f2b99-6134-4019-a444-6582614b8cff.json	9c3f2b99-6134-4019-a444-6582614b8cff														2
粗暴の徒取締の布令出せしことを通知	No.: BE00883|帖整理番号: 111|種別: 奉行からの書翰|帖年月次: 1871 第2月|文書番号: 23|元号: 明治|年: 3|月: 12|日: 26|西暦年: 1871|宛名: サトウ|宛名原綴: Satow|差出人1: 外務少丞水野良之|差出人2: 外務大丞柳原前光|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9311f0c8-eb89-44c2-9889-8486ac217c7b.json	9311f0c8-eb89-44c2-9889-8486ac217c7b														2
東京市外にて貴国人二名暗傷に付今後の対策等申送る	No.: BE00884|帖整理番号: 111|種別: 奉行からの書翰|帖年月次: 1871 第2月|文書番号: 24|元号: 明治|年: 3|月: 12|日: 26|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 外務大輔寺島宗則|差出人2: 外務卿沢宣嘉|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/566a75e2-41f9-4be3-9129-1b51467db29d.json	566a75e2-41f9-4be3-9129-1b51467db29d														6
貴公使館附岡本啓之進使用の屋敷地の地代に関する交渉	No.: BE00885|帖整理番号: 111|種別: 奉行からの書翰|帖年月次: 1871 第2月|文書番号: 25|元号: 明治|年: 3|月: 12|日: 26|西暦年: 1871|宛名: サトウ|宛名原綴: Satow|差出人1: 外務少丞宮本小一|差出人2: 外務権大丞丸山作楽|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f628adf0-b2c7-4261-b6a2-ea7439239010.json	f628adf0-b2c7-4261-b6a2-ea7439239010														3
長崎港荷揚波止場に付打合せ	No.: BE00886|帖整理番号: 111|種別: 奉行からの書翰|帖年月次: 1871 第2月|文書番号: 26|元号: 明治|年: 3|月: 12|日: 26|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 外務大輔寺島宗則|差出人2: 外務卿沢宣嘉|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e86b0844-7dfd-4640-b98f-8ce8811e15a8.json	e86b0844-7dfd-4640-b98f-8ce8811e15a8														2
川越藩にて船買入違約に関する件取調べ報告	No.: BE00887|帖整理番号: 111|種別: 奉行からの書翰|帖年月次: 1871 第2月|文書番号: 27|元号: 明治|年: 4|月: 正|日: 7|西暦年: 1871|宛名: サトウ|宛名原綴: Satow|差出人1: 外務少丞水野良之|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a32620f7-e5a3-4e38-8c66-9878b9f1de29.json	a32620f7-e5a3-4e38-8c66-9878b9f1de29														3
兵庫領事館地所の儀に付返書	No.: BE00888|帖整理番号: 111|種別: 奉行からの書翰|帖年月次: 1871 第2月|文書番号: 28|元号: 明治|年: 4|月: 正|日: 10|西暦年: 1871|宛名: サトウ|宛名原綴: Satow|差出人1: 外務少丞宮本小一|差出人2: 外務権大丞楠本正良|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3faea973-5aab-46b5-a45c-57505cb8588b.json	3faea973-5aab-46b5-a45c-57505cb8588b														2
野村長崎県知事儀日田県知事に転任、井田久美浜県知事儀長崎県知事に転任通知	No.: BE00889|帖整理番号: 112|種別: 奉行からの書翰|帖年月次: 1871 第3月上|文書番号: 29|元号: 明治|年: 4|月: 正|日: 13|西暦年: 1871|宛名: 書史|差出人1: 外務大少丞|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f55ffd2b-fbe2-443d-bb86-f642d9ef1b13.json	f55ffd2b-fbe2-443d-bb86-f642d9ef1b13														1
大坂造幣寮を開発に付通告	No.: BE00890|帖整理番号: 112|種別: 奉行からの書翰|帖年月次: 1871 第3月上|文書番号: 30|元号: 明治|年: 4|月: 正|日: 13|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 外務大輔寺島宗則|差出人2: 外務卿沢宣嘉|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/916a548e-5488-479c-a105-2fdf05614c2b.json	916a548e-5488-479c-a105-2fdf05614c2b														2
金貨鋳造の価格通知	No.: BE00891|帖整理番号: 112|種別: 奉行からの書翰|帖年月次: 1871 第3月上|文書番号: 31|元号: 明治|年: 4|月: 正|日: 13|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 外務大輔寺島宗則|差出人2: 外務卿沢宣嘉|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0b66a0a0-c951-4a03-ba8d-9774cd7afb88.json	0b66a0a0-c951-4a03-ba8d-9774cd7afb88														2
商船航海規則は万国法に規準の旨通知	No.: BE00892|帖整理番号: 112|種別: 奉行からの書翰|帖年月次: 1871 第3月上|文書番号: 32|元号: 明治|年: 4|月: 正|日: 13|西暦年: 1871|宛名: ハークス|宛名原綴: Parkes|差出人1: 外務卿沢宣嘉|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dc867fca-f79b-4c2b-9be1-4d58ade7fb97.json	dc867fca-f79b-4c2b-9be1-4d58ade7fb97														2
横浜貴国兵隊屯所破損に付修復すべく返書	No.: BE00893|帖整理番号: 112|種別: 奉行からの書翰|帖年月次: 1871 第3月上|文書番号: 33|元号: 明治|年: 4|月: 正|日: 13|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 外務卿沢宣嘉|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/268b1b7b-bf08-4b30-b289-d2e9cadbba8e.json	268b1b7b-bf08-4b30-b289-d2e9cadbba8e														1
弘前藩小統買入差縺の儀に付返書	No.: BE00894|帖整理番号: 112|種別: 奉行からの書翰|帖年月次: 1871 第3月上|文書番号: 34|元号: 明治|年: 4|月: 正|日: 18|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 外務大輔寺島宗則|差出人2: 外務卿沢宣嘉|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fd5750a9-7035-458d-ab29-908159e1b4d8.json	fd5750a9-7035-458d-ab29-908159e1b4d8														3
川越藩蒸気船買入違約の件に関する天野恕一取調べ通知	No.: BE00895|帖整理番号: 112|種別: 奉行からの書翰|帖年月次: 1871 第3月上|文書番号: 35|元号: 明治|年: 4|月: 正|日: 18|西暦年: 1871|宛名: サトウ|宛名原綴: Satow|差出人1: 外務大少丞|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a923348f-74e1-4699-81ee-274f8ae66d2d.json	a923348f-74e1-4699-81ee-274f8ae66d2d														1
刑部省獄制改革致度旨通知	No.: BE00896|帖整理番号: 112|種別: 奉行からの書翰|帖年月次: 1871 第3月上|文書番号: 36|元号: 明治|年: 4|月: 正|日: 19|西暦年: 1871|宛名: サトウ|宛名原綴: Satow|差出人1: 外務大少丞|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/87ac7223-eb40-4d82-9cf3-c1cafc4beaa1.json	87ac7223-eb40-4d82-9cf3-c1cafc4beaa1														1
遊猟禁制の件施行致す旨通告	No.: BE00897|帖整理番号: 112|種別: 奉行からの書翰|帖年月次: 1871 第3月上|文書番号: 37|元号: 明治|年: 4|月: 正|日: 20|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 外務大輔寺島宗則|差出人2: 外務卿沢宣嘉|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1b258de3-2daf-4ceb-8a4e-e8babbf850ed.json	1b258de3-2daf-4ceb-8a4e-e8babbf850ed														1
夜中陸揚免状の儀に付問答	No.: BE00898|帖整理番号: 112|種別: 奉行からの書翰|帖年月次: 1871 第3月上|文書番号: 38|元号: 明治|年: 4|月: 正|日: 20|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 外務大輔寺島宗則|差出人2: 外務卿沢宣嘉|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3163f5bf-168c-40ed-aab7-a4c8b9c865f0.json	3163f5bf-168c-40ed-aab7-a4c8b9c865f0														1
大坂表にて英国岡士及英人に対し悪口に及びし者に付き取調通知	No.: BE00899|帖整理番号: 113|種別: 奉行からの書翰|帖年月次: 1871 第3月中|文書番号: 39|元号: 明治|年: 4|月: 正|日: 22|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 外務大輔寺島宗則|差出人2: 外務卿沢宣嘉|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4baf1668-12b0-41e8-ae6d-c12695c63731.json	4baf1668-12b0-41e8-ae6d-c12695c63731														4
小原囚獄権正儀謹慎被申付の旨通知	No.: BE00900|帖整理番号: 113|種別: 奉行からの書翰|帖年月次: 1871 第3月中|文書番号: 40|元号: 明治|年: 4|月: 正|日: 23|西暦年: 1871|宛名: サトウ|宛名原綴: Satow|差出人1: 外務大少丞|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/47ff5a80-c103-4490-86b5-314a7f07e9e6.json	47ff5a80-c103-4490-86b5-314a7f07e9e6														2
切支丹宗民見分申入に対する返書	No.: BE00901|帖整理番号: 113|種別: 奉行からの書翰|帖年月次: 1871 第3月中|文書番号: 41|元号: 明治|年: 4|月: 正|日: 24|西暦年: 1871|宛名: サトウ|宛名原綴: Satow|差出人1: 外務少丞宮本小一|差出人2: 外務権大丞楠本正隆|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fc5f29d2-3aaf-4f8a-94a4-d426d4b8f290.json	fc5f29d2-3aaf-4f8a-94a4-d426d4b8f290														2
伊月一郎儀海軍学校修業御援助の御礼状	No.: BE00902|帖整理番号: 113|種別: 奉行からの書翰|帖年月次: 1871 第3月中|文書番号: 42|元号: 明治|年: 4|月: 正|日: 24|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 外務大輔寺島宗則|差出人2: 外務卿沢宣嘉|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/61f9968d-fbf6-4925-90e2-cfe19eeaac3a.json	61f9968d-fbf6-4925-90e2-cfe19eeaac3a														2
領事金沢ならびに大聖寺へ被遣に付打合せ	No.: BE00903|帖整理番号: 113|種別: 奉行からの書翰|帖年月次: 1871 第3月中|文書番号: 43|元号: 明治|年: 4|月: 正|日: 24|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 外務大輔寺島宗則|差出人2: 外務卿沢宣嘉|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/241b0eca-f8ec-437c-8054-2d8c8573b7b9.json	241b0eca-f8ec-437c-8054-2d8c8573b7b9														2
加州切支丹宗民扱い方に付打合せ	No.: BE00904|帖整理番号: 113|種別: 奉行からの書翰|帖年月次: 1871 第3月中|文書番号: 44|元号: 明治|年: 4|月: 正|日: 24|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 外務大輔寺島宗則|差出人2: 外務卿沢宣嘉|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b2adc518-df1c-4663-afac-3da90ac0cdd4.json	b2adc518-df1c-4663-afac-3da90ac0cdd4														3
同上	No.: BE00905|帖整理番号: 113|種別: 奉行からの書翰|帖年月次: 1871 第3月中|文書番号: 45|元号: 明治|年: 4|月: 正|日: 28|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 外務卿沢宣嘉|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a046529f-25f9-416f-a2a8-a0371c1676d2.json	a046529f-25f9-416f-a2a8-a0371c1676d2														2
横須賀造船所開設に付通知	No.: BE00906|帖整理番号: 113|種別: 奉行からの書翰|帖年月次: 1871 第3月中|文書番号: 46|元号: 明治|年: 4|月: 正|日: 28|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 外務卿沢宣嘉|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/518e8d5e-efba-436b-9321-617af18c138e.json	518e8d5e-efba-436b-9321-617af18c138e														2
宮川房之長崎県権知事に任命通知	No.: BE00907|帖整理番号: 114|種別: 奉行からの書翰|帖年月次: 1871 第3月下|文書番号: 47|元号: 明治|年: 4|月: 正|日: 28|西暦年: 1871|宛名: 書史|差出人1: 外務大少丞|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ff366c3b-7fde-461d-848b-662fc197369a.json	ff366c3b-7fde-461d-848b-662fc197369a														0
海軍生徒前田儀自殺に付跡仕末方申遣す	No.: BE00908|帖整理番号: 114|種別: 奉行からの書翰|帖年月次: 1871 第3月下|文書番号: 48|元号: 明治|年: 4|月: 正|日: 晦|西暦年: 1871|宛名: パークス|宛名原綴: Parkes|差出人1: 外務大輔寺島宗則|差出人2: 外務卿沢宣嘉|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3e36f633-75ac-4400-87d0-41a051c5a9fa.json	3e36f633-75ac-4400-87d0-41a051c5a9fa														4
