タイトル,巻号,西暦,発行日,発行機関,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
広島商工会議所月報 第105号 3月号 昭和5年3月7日,第105号,1930,昭和5年3月7日,広島商工会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8c17fbed-96e8-02f9-2834-18df7fc356e0.json,8c17fbed-96e8-02f9-2834-18df7fc356e0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/8c17fbed-96e8-02f9-2834-18df7fc356e0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1caa1b34ceaa03ac48e05c2f8da27b61f777d753.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612186,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0671,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8c17fbed-96e8-02f9-2834-18df7fc356e0/manifest,,,,,43
広島商工会議所月報 第106号 4月号 昭和5年4月5日,第106号,1930,昭和5年4月5日,広島商工会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/33737036-1697-2955-771b-641813670047.json,33737036-1697-2955-771b-641813670047,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/33737036-1697-2955-771b-641813670047,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b4ef43f13fee85103a71065d2bf357cb2e14d24a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612185,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0672,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/33737036-1697-2955-771b-641813670047/manifest,,,,,46
広島商工会議所月報 第107号 5月号 昭和5年5月5日,第107号,1930,昭和5年5月5日,広島商工会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1d45e92c-709f-5418-0cd3-ae930b58024b.json,1d45e92c-709f-5418-0cd3-ae930b58024b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/1d45e92c-709f-5418-0cd3-ae930b58024b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/038de9043609bd2c12406532285bfeacf14afaea.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612184,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0673,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1d45e92c-709f-5418-0cd3-ae930b58024b/manifest,,,,,37
広島商工会議所月報 第108号 6月号 昭和5年6月5日,第108号,1930,昭和5年6月5日,広島商工会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/63ae3111-8cb9-4bf8-a6d8-6bdf0df5635b.json,63ae3111-8cb9-4bf8-a6d8-6bdf0df5635b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/63ae3111-8cb9-4bf8-a6d8-6bdf0df5635b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3ad7037120ac90106a4d1cb00d6848eb844d2a1e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612183,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0674,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/63ae3111-8cb9-4bf8-a6d8-6bdf0df5635b/manifest,,,,,44
広島商工会議所月報 第109号 7月号 昭和5年7月5日,第109号,1930,昭和5年7月5日,広島商工会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c9e33404-0471-66ef-9143-372af168083d.json,c9e33404-0471-66ef-9143-372af168083d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/c9e33404-0471-66ef-9143-372af168083d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5d459a291ea42b0ee09d0b4ae38de804247ee23f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612182,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0675,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c9e33404-0471-66ef-9143-372af168083d/manifest,,,,,45
広島商工会議所月報 第110号 8月号 昭和5年8月10日,第110号,1930,昭和5年8月10日,広島商工会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e146952e-a6b9-50c4-a439-151367f15b7f.json,e146952e-a6b9-50c4-a439-151367f15b7f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/e146952e-a6b9-50c4-a439-151367f15b7f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/eac26b7596c2f102b8990ef2122c65582feb7fdb.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612181,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0676,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e146952e-a6b9-50c4-a439-151367f15b7f/manifest,,,,,46
広島商工会議所月報 第111号 9月号 昭和5年9月12日,第111号,1930,昭和5年9月12日,広島商工会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e0c43da2-71e4-3bcf-9849-fb6faa0a32d4.json,e0c43da2-71e4-3bcf-9849-fb6faa0a32d4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/e0c43da2-71e4-3bcf-9849-fb6faa0a32d4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ecbdbb59c77b3a88e5a53c01f4bbd722e88590cc.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612180,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0677,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e0c43da2-71e4-3bcf-9849-fb6faa0a32d4/manifest,,,,,42
広島商工会議所月報 第112号 10月号 昭和5年10月5日,第112号,1930,昭和5年10月5日,広島商工会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/246ecda5-03a5-6467-393e-f203469549cc.json,246ecda5-03a5-6467-393e-f203469549cc,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/246ecda5-03a5-6467-393e-f203469549cc,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8e578a43a44a40994765e7168d915c15d58c04c4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612179,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0678,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/246ecda5-03a5-6467-393e-f203469549cc/manifest,,,,,44
広島商工会議所月報 第113号 11月号 昭和5年11月10日,第113号,1930,昭和5年11月10日,広島商工会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8dce2532-5706-9206-3fd3-7145e92b9ca6.json,8dce2532-5706-9206-3fd3-7145e92b9ca6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/8dce2532-5706-9206-3fd3-7145e92b9ca6,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/95d032f6d67cdf0a0f1a1eb8b7504629113d259b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612178,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0679,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8dce2532-5706-9206-3fd3-7145e92b9ca6/manifest,,,,,39
広島商工会議所月報 第114号 12月号 昭和5年12月20日,第114号,1930,昭和5年12月20日,広島商工会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5a8e78ae-8dda-a24b-0c29-e198cc03162b.json,5a8e78ae-8dda-a24b-0c29-e198cc03162b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/5a8e78ae-8dda-a24b-0c29-e198cc03162b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d61b70f26f4a68498d76f3ce0a60fd2f86719275.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612177,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0680,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5a8e78ae-8dda-a24b-0c29-e198cc03162b/manifest,,,,,37
下関商業会議所月報 第49号 大正5年7月20日,第49号,1916,大正5年7月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d7ce6c7b-5f8a-7cb7-45c0-e777753a13e5.json,d7ce6c7b-5f8a-7cb7-45c0-e777753a13e5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/d7ce6c7b-5f8a-7cb7-45c0-e777753a13e5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4821a5e5fc875683214d53dd9a774aaa2d662809.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612176,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0681,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d7ce6c7b-5f8a-7cb7-45c0-e777753a13e5/manifest,,,,,4
下関商業会議所月報 第50号 大正5年8月20日,第50号,1916,大正5年8月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/17474907-38b0-44d7-93fd-168490db87db.json,17474907-38b0-44d7-93fd-168490db87db,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/17474907-38b0-44d7-93fd-168490db87db,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0c8133a143d733e4894e16830730a22b3419a785.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612175,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0682,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/17474907-38b0-44d7-93fd-168490db87db/manifest,,,,,4
下関商業会議所月報 第51号 大正5年9月20日,第51号,1916,大正5年9月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/137a60af-2dc6-4420-0611-868780ef88c8.json,137a60af-2dc6-4420-0611-868780ef88c8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/137a60af-2dc6-4420-0611-868780ef88c8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/74caffb939b0584e80d536237d9d21a8a6087352.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612174,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0683,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/137a60af-2dc6-4420-0611-868780ef88c8/manifest,,,,,4
下関商業会議所月報 第52号 大正5年10月20日,第52号,1916,大正5年10月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d9b7b2ef-5100-254a-0338-c5dd7f7e42f0.json,d9b7b2ef-5100-254a-0338-c5dd7f7e42f0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/d9b7b2ef-5100-254a-0338-c5dd7f7e42f0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1eaa8f0b1fc9f0bb31b76e1fd550e3f733383e8a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612173,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0684,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d9b7b2ef-5100-254a-0338-c5dd7f7e42f0/manifest,,,,,3
下関商業会議所月報 第53号 大正5年11月20日,第53号,1916,大正5年11月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/70620a0a-2113-1fa1-1e51-8e0177b0557c.json,70620a0a-2113-1fa1-1e51-8e0177b0557c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/70620a0a-2113-1fa1-1e51-8e0177b0557c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7c84e9e66153a57ef6bb816cb290cf15535ed58e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612172,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0685,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/70620a0a-2113-1fa1-1e51-8e0177b0557c/manifest,,,,,4
下関商業会議所月報 第54号 大正5年12月20日,第54号,1916,大正5年12月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b80f745f-6ece-803f-7f81-c5bc7821858b.json,b80f745f-6ece-803f-7f81-c5bc7821858b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/b80f745f-6ece-803f-7f81-c5bc7821858b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d2dc928d661986d9b555b61e3a9e91c4c68e793c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612171,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0686,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b80f745f-6ece-803f-7f81-c5bc7821858b/manifest,,,,,4
下関商業会議所月報 第55号 大正6年1月20日,第55号,1917,大正6年1月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0fbecf8c-5415-47ef-8c3b-c2107ed17d9e.json,0fbecf8c-5415-47ef-8c3b-c2107ed17d9e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/0fbecf8c-5415-47ef-8c3b-c2107ed17d9e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4b5256163444306390f4f5de422698ef6b18151b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612170,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0687,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0fbecf8c-5415-47ef-8c3b-c2107ed17d9e/manifest,,,,,3
下関商業会議所月報 第56号 大正6年2月20日,第56号,1917,大正6年2月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d603a419-a0ce-0d80-5d91-a68bd9533e18.json,d603a419-a0ce-0d80-5d91-a68bd9533e18,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/d603a419-a0ce-0d80-5d91-a68bd9533e18,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/872b7a727721dfb48c398bf0b6aa3ff2b351d696.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612169,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0688,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d603a419-a0ce-0d80-5d91-a68bd9533e18/manifest,,,,,4
下関商業会議所月報 第57号 大正6年3月20日,第57号,1917,大正6年3月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a78a0750-83a3-53c1-27fb-3d72e2113915.json,a78a0750-83a3-53c1-27fb-3d72e2113915,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/a78a0750-83a3-53c1-27fb-3d72e2113915,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6b101d2b9b4727d4f7e07ee0e8557f23173c3dc0.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612168,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0689,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a78a0750-83a3-53c1-27fb-3d72e2113915/manifest,,,,,4
下関商業会議所月報 第58号 大正6年4月20日,第58号,1917,大正6年4月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c4210bdb-32c7-6f3b-a500-fd38830a1578.json,c4210bdb-32c7-6f3b-a500-fd38830a1578,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/c4210bdb-32c7-6f3b-a500-fd38830a1578,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0fd22da642bee81084a913ffa8a3bfbafb59e4a1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612167,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0690,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c4210bdb-32c7-6f3b-a500-fd38830a1578/manifest,,,,,3
下関商業会議所月報 第59号 大正6年5月20日,第59号,1917,大正6年5月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e524f785-6bf6-37ae-6169-b79dc8939a83.json,e524f785-6bf6-37ae-6169-b79dc8939a83,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/e524f785-6bf6-37ae-6169-b79dc8939a83,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/035900400bf6883a3533f627d2885f1809988973.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612166,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0691,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e524f785-6bf6-37ae-6169-b79dc8939a83/manifest,,,,,5
下関商業会議所月報 第60号 大正6年6月20日,第60号,1917,大正6年6月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/38cc0dd7-938a-0267-1ebc-c5740a2c65ed.json,38cc0dd7-938a-0267-1ebc-c5740a2c65ed,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/38cc0dd7-938a-0267-1ebc-c5740a2c65ed,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/54e44794a5b29c522f86094cafab64a68101d954.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612165,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0692,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/38cc0dd7-938a-0267-1ebc-c5740a2c65ed/manifest,,,,,4
下関商業会議所月報 第82号 大正8年4月20日,第82号,1919,大正8年4月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/553ccf9b-6408-960e-7101-81e1e2771959.json,553ccf9b-6408-960e-7101-81e1e2771959,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/553ccf9b-6408-960e-7101-81e1e2771959,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4146c69938e82ea1845dd98a341ce0d63367b4a3.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612164,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0693,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/553ccf9b-6408-960e-7101-81e1e2771959/manifest,,,,,12
下関商業会議所月報 第83号 大正8年5月20日,第83号,1919,大正8年5月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2b60befc-a241-1ba5-5940-4a924705a751.json,2b60befc-a241-1ba5-5940-4a924705a751,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/2b60befc-a241-1ba5-5940-4a924705a751,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a6bbdfe8b53b33226e0e23cccf65fec9324712c2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612163,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0694,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2b60befc-a241-1ba5-5940-4a924705a751/manifest,,,,,8
下関商業会議所月報 第84号 大正8年6月20日,第84号,1919,大正8年6月20日,下関商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/73acfbcb-0ad9-5da8-89e0-4a710edd8a92.json,73acfbcb-0ad9-5da8-89e0-4a710edd8a92,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/73acfbcb-0ad9-5da8-89e0-4a710edd8a92,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/23e50a27a263c3e84df7b1456eb0c5a2a21c9d56.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612162,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0695,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/73acfbcb-0ad9-5da8-89e0-4a710edd8a92/manifest,,,,,11
