タイトル/Title,ポスター番号/No. of Poster,タイトル（日本語訳）/TItle (Japanese),作成者/Creator,作成主体/Publisher,制作年/Date Issued,縦×横（mm）/Extent,主題/Subject,内容記述・解説/Description,備考（ポスターにある記号等）/Note,提供部局名/Holding Department,種別/Material Type,言語/Language,連番,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
"Thanks, buddy! Keep 'em firing!",58,感謝する、相棒よ!――戦闘機を飛ばし続けよ!,,General Motors Corporation,1942,1018×765,Business,"Thanks, buddy! / Keep 'em firing!|GMCシリーズ",,アメリカ太平洋地域研究センター,静止画資料,英語,0056,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b330eabf-85ec-4beb-942e-5a98de980079.json,b330eabf-85ec-4beb-942e-5a98de980079,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/b330eabf-85ec-4beb-942e-5a98de980079,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/dda49833ff1abaa792ce479a1fb4179bf6714508.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654469,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b330eabf-85ec-4beb-942e-5a98de980079/manifest,,,,,1
Non-stop work will win!,59,休むことなく働き続ければ勝利がやってくる,,General Motors Corporation,1942,1013×762,"Business, Warner & Swaseys","It's a battle of production / ""Non-stop"" work will win! / Let's keep the factories going full steam ahead 7 days a week! / Give 'em more. Warner & Swaseys!|GMCシリーズ",,アメリカ太平洋地域研究センター,静止画資料,英語,0057,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7e1f3d9c-9031-821a-9319-54bccb992704.json,7e1f3d9c-9031-821a-9319-54bccb992704,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/7e1f3d9c-9031-821a-9319-54bccb992704,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c009a3c640d9f404023c238a7109b6bb63ae6cd0.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654468,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7e1f3d9c-9031-821a-9319-54bccb992704/manifest,,,,,1
"O.K., General . . . We'll keep the fire power coming!",60,わかりました将軍...弾薬補給は任せてください!,,General Motors Corporation,1943,1018×763,"Business, Fire-power is our business","""We are just getting well started. The great battles lie ahead . . . There must be no let-up in our preparations!"" General Marshall / O.K., General . . . we'll keep the fire power coming! / Fire-power is our business|GMCシリーズ。後に国務長官となる参謀総長Genetal Marshallもの。著名な軍人はヒーローとして、その写真と発言がポスターにコラージュされた。",,アメリカ太平洋地域研究センター,静止画資料,英語,0058,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/753a7a75-3778-8d6c-900b-999ce1539d84.json,753a7a75-3778-8d6c-900b-999ce1539d84,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/753a7a75-3778-8d6c-900b-999ce1539d84,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/802d7881ee43fb895d198342faf4d80ca07f0614.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654467,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/753a7a75-3778-8d6c-900b-999ce1539d84/manifest,,,,,1
We can't let up now,61,今くつろぐことなどできない,,General Motors Corporation,1943,1016×763,"Business, Fire-power is our business","We can't let up now / ""All American troops won't be fully equipped until late 1944!"" Lieut. Gen. Brehon B. Somervell / Fire-power is what they need! And fire-power is our business! Keep 'em firing!|GMCシリーズLieut. Gen. Brehon B. Somervellもの",,アメリカ太平洋地域研究センター,静止画資料,英語,0059,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/051b8de9-6a85-7262-81f3-2722aa2189d3.json,051b8de9-6a85-7262-81f3-2722aa2189d3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/051b8de9-6a85-7262-81f3-2722aa2189d3,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/329537b9f09c191cab82b17cc0e99af3097aace8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654466,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/051b8de9-6a85-7262-81f3-2722aa2189d3/manifest,,,,,1
"""Fire-power . . . stands for destruction of our enemies and certain victory!"" Maj. Gen. L.H. Campbell, Jr.",62,「火力......それは我々の敵の粉砕と確実な勝利を意味する」L・H・キャンベル少将,,General Motors Corporation,1943,1017×763,"Business, Fire-power is our business","""Fire-power . . . stands for destruction of our enemies and certain victory!"" Maj. Gen. L.H. Campbell, Jr. / Fire-power is our business. Keep 'em firing!|GMCシリーズMaj. Gen, Campbellもの",,アメリカ太平洋地域研究センター,静止画資料,英語,0060,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3caf7537-8ae3-4983-a655-d5212112265b.json,3caf7537-8ae3-4983-a655-d5212112265b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/3caf7537-8ae3-4983-a655-d5212112265b,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c8b7f59caa6c60dffc254694dc7a9d673e4c774e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654465,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3caf7537-8ae3-4983-a655-d5212112265b/manifest,,,,,1
Back him up with more GE production,63,更なるGEの生産で彼を応援だ,,General Electric Co.,1943,769×572,"Business, Q+Q=V",He's your boy! / Back him up with more GE production|ジェネラル・エレクトリック社作成。Q (Quality) + Q (Quantity) = V (Victory)を標語にしている。,,アメリカ太平洋地域研究センター,静止画資料,英語,0061,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2900b9f6-5fc2-7fd6-9d15-d9e4729d5892.json,2900b9f6-5fc2-7fd6-9d15-d9e4729d5892,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/2900b9f6-5fc2-7fd6-9d15-d9e4729d5892,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0d30210ae724a3205ec67460ec40e72f943ea7f2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654464,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2900b9f6-5fc2-7fd6-9d15-d9e4729d5892/manifest,,,,,1
"""Pick out the biggest one and fire!"" Capt. Edward J. ""Mike"" Moran",65,「一番大きいのを狙って砲撃せよ!」エドワード・J・”マイク”・モーラン,,General Electric Co.,1943,769×572,"Business, Q+Q=V, Japan","""Pick out the biggest one and fire!"" / Capt. Edward J. ""Mike"" Moran, commanding the U.S.S. Boise off the Solomons, received the report—""Five Jap ships in sight, sir."" Without hesitation, Moran replied, ""Pick out the biggest one and fire!"" . . . Before dawn the Boise had sunk SIX Jap ships.|写真の横にQ+Q=Vの文字。ポスター下部の説明では、1942年11月のソロモン諸島沖における日本軍の敗北が語られている。",GEL-825-1,アメリカ太平洋地域研究センター,静止画資料,英語,0062,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/80e50e84-1b86-0047-5a93-f4386980687e.json,80e50e84-1b86-0047-5a93-f4386980687e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/80e50e84-1b86-0047-5a93-f4386980687e,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7cbdfc8675117eefcedf8023b18b69d0d032a510.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654463,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/80e50e84-1b86-0047-5a93-f4386980687e/manifest,,,,,1
Because these are our sons . . and brothers . . and husbands,66,彼らは我々の息子...兄弟...そして夫なのだから,,Aluminum Company of America.,1943,815×629,Business,Because these are our sons . . and brothers . . and husbands,,アメリカ太平洋地域研究センター,静止画資料,英語,0063,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/adf82738-7eb2-8338-9848-611d20337868.json,adf82738-7eb2-8338-9848-611d20337868,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/adf82738-7eb2-8338-9848-611d20337868,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a1c2da06bf4bd6f5a13ecfd4240de851af040ccd.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654462,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/adf82738-7eb2-8338-9848-611d20337868/manifest,,,,,1
Don't let this happen! Tool room closed due to tool shortage,67,こんな事態は防がねばならない――工具不足による工具室閉鎖,,Genesee Tool Company,,1028×711,Business,"Don't let this happen! / Tool room closed due to tool shortage / There is only so much tool steel available! Every time a tool is broken, that tool must be replaced if production is to continue. Today, it takes as much as six months to btain tool replacements.|Genesee Tool社が従業員向けに作成した。兵器製造のための鉄鋼の需要が高いので、工具は大切に扱うように呼びかけている。",,アメリカ太平洋地域研究センター,静止画資料,英語,0064,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8887f2d3-4459-0061-903e-4ad36a169220.json,8887f2d3-4459-0061-903e-4ad36a169220,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/8887f2d3-4459-0061-903e-4ad36a169220,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f1481d0e1634278f8ad101f29e500d9e6f942c64.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654461,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8887f2d3-4459-0061-903e-4ad36a169220/manifest,,,,,1
This bullet can stop a Zero!,68,この銃弾でゼロ戦を止められる!,,Genesee Tool Company,,1030×710,"Business, Japan",This bullet can stop a Zero! / This tool could have made enough equipment to stop a hundred zeros! / There is only so much tool steel available!|Genesee Tool社作成の従業員向けポスター。ZEROとは日本の零戦のこと。,,アメリカ太平洋地域研究センター,静止画資料,英語,0065,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/aa6cc4d0-9977-7e88-281a-493835389830.json,aa6cc4d0-9977-7e88-281a-493835389830,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/aa6cc4d0-9977-7e88-281a-493835389830,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/501b4b90ae1d9b097617cd810ddb85d1663e79bc.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654460,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/aa6cc4d0-9977-7e88-281a-493835389830/manifest,,,,,1
A republic picture,69,共和国の姿,,Republic Pictures,,1030×689,,A republic picture|リパブリック映画社。戦場の兵士の絵。下三分の一にメモ用の空白あり。上映広告が入るのだろう。,,アメリカ太平洋地域研究センター,静止画資料,英語,0066,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6c797cad-4304-1eea-9ad3-9fe0c49b35c9.json,6c797cad-4304-1eea-9ad3-9fe0c49b35c9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/6c797cad-4304-1eea-9ad3-9fe0c49b35c9,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f95b49f730b73a4c0eaf7da5564424c8a63aa71f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654459,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6c797cad-4304-1eea-9ad3-9fe0c49b35c9/manifest,,,,,1
All harvester products are war products . . . either for offense or defense,70,収穫用農具はすべて軍用品である...攻撃にも守備にも利用可能,,International Harvester Company,1942,961×710,Business,All harvester products are war products . . . either for offense or defense|インターナショナル・ハーヴェスト社作成。戦時には刈取機と共に戦車の製造も行い、防衛・攻撃の両面で寄与していることを訴えている。戦車とトラクターを対照させている絵。右下隅にfrom your labor-management production drive committeeとある。,"copyright 1942 Magill-weinsheimer Co., Chicago",アメリカ太平洋地域研究センター,静止画資料,英語,0067,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9b5a6460-827c-55e4-6af4-370b4d10000f.json,9b5a6460-827c-55e4-6af4-370b4d10000f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/9b5a6460-827c-55e4-6af4-370b4d10000f,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9304b241e5c54df8ee1bbc507eda46ff056d5948.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654458,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9b5a6460-827c-55e4-6af4-370b4d10000f/manifest,,,,,1
Carelessness is sabotage! It will take 90 days to replace this end mill broken through carelessness!,71,不注意は故意の妨害と同罪だ!不注意によってエンドミルが壊れれば取り換えるのに90日もかかるのだ!,,Pontiac Motor Division,,1016×709,Business,Carelessness is sabotage! / It will take 90 days to replace this end mill broken through carelessness!|Pontiac Motor Division社のもの,,アメリカ太平洋地域研究センター,静止画資料,英語,0068,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dd3373ef-5d30-43e2-3623-83155452043f.json,dd3373ef-5d30-43e2-3623-83155452043f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/dd3373ef-5d30-43e2-3623-83155452043f,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5face10048fc4102b456f96e90ea507b6cf2b52f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654457,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dd3373ef-5d30-43e2-3623-83155452043f/manifest,,,,,1
Let's rock 'em and sock 'em,72,揺さぶれ、打ち負かせ,,Inland Steel Company,,1045×790,"Business, The Inland way for U.S.A.",Let's rock 'em and sock 'em / Hit and run / Every day . . . till victory's won / The Inland way for U.S.A.|The Inland way for U.S.A.シリーズ。インランド鉄鋼会社作成のポスター。野球のバッターが打つ瞬間の写真。,,アメリカ太平洋地域研究センター,静止画資料,英語,0069,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d31d981e-19d6-4c37-7828-3adf21d4912d.json,d31d981e-19d6-4c37-7828-3adf21d4912d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/d31d981e-19d6-4c37-7828-3adf21d4912d,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f24a93d2cf8cab4e8d8fc271e0aea7591c9a7e5a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654456,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d31d981e-19d6-4c37-7828-3adf21d4912d/manifest,,,,,1
He's in there pitching for us!,73,彼は我々に代わってかの地で戦っているのだ,,,,1041×786,War bonds,He's in there pitching for us! / Let's throw more dollars back of him in war bonds and stamps / The Inland way for U.S.A.|The Inland way for U.S.A.シリーズ,,アメリカ太平洋地域研究センター,静止画資料,英語,0070,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f11c8e60-8ab0-1870-6c06-0a6e14b807a7.json,f11c8e60-8ab0-1870-6c06-0a6e14b807a7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/f11c8e60-8ab0-1870-6c06-0a6e14b807a7,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b4af50109b4a2f77ec45d486034f86b9f2bd5e16.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654455,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f11c8e60-8ab0-1870-6c06-0a6e14b807a7/manifest,,,,,1
"Thanks, buddy! These little parts for our big trucks are just what the general ordered",74,ありがとよ!でかいトラックのこういう小さい部品こそ、将軍が依頼してきたものなのさ,,Inland Steel Company,,1043×785,"Business, The Inland way for U.S.A.","Thanks, buddy! These little parts for our big trucks are just what the general ordered / Keep 'em rolling / The Inland way for U.S.A.|The Inland way for U.S.A.シリーズ",,アメリカ太平洋地域研究センター,静止画資料,英語,0071,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d704ba97-678b-3227-553e-14619346a036.json,d704ba97-678b-3227-553e-14619346a036,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/d704ba97-678b-3227-553e-14619346a036,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/02e1125022ea3e488f557818ccff426a96142ea5.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654454,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d704ba97-678b-3227-553e-14619346a036/manifest,,,,,1
Think as you work for victory,75,考えながら勝利のために働くべし,,Inland Steel Company,,1043×792,"Business, The Inland way for U.S.A.",Think as you work for victory /Be a suggestion-maker / The Inland way for U.S.A.|The Inland way for U.S.A.シリーズ,,アメリカ太平洋地域研究センター,静止画資料,英語,0072,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/654a6665-458e-7c73-6f5b-db0cea295283.json,654a6665-458e-7c73-6f5b-db0cea295283,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/654a6665-458e-7c73-6f5b-db0cea295283,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/353ad22bfda26223140806e966c6f1bffe12e86b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654453,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/654a6665-458e-7c73-6f5b-db0cea295283/manifest,,,,,1
Vital to high flying—These tiny parts made.,77,高く飛ぶために必要なもの――これらの細かい部品製作が,,Inland Steel Company,,1042×785,"Business, The Inland way for U.S.A.",Vital to high flying—These tiny parts made / The Inland way for U.S.A.|The Inland way for U.S.A.シリーズ,,アメリカ太平洋地域研究センター,静止画資料,英語,0073,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/63c7cc75-4d24-1307-6ca9-ead5406710ce.json,63c7cc75-4d24-1307-6ca9-ead5406710ce,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/63c7cc75-4d24-1307-6ca9-ead5406710ce,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/56fe87100bd2200e96e93cfba54d18992794646d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654452,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/63c7cc75-4d24-1307-6ca9-ead5406710ce/manifest,,,,,1
They can't miss if we beat our quota. More production with less scrap,78,我々が生産ノルマを達成したら彼らは気がつかざるを得ないだろう。無駄を少なく、生産量を増やそう,,Inland Steel Company,,1042×794,"Business, The Inland way for U.S.A.",They can't miss if we beat our quota / More production with less scrap / More production with less scrap / The Inland way for U.S.A.|The Inland way for U.S.A.シリーズ,,アメリカ太平洋地域研究センター,静止画資料,英語,0074,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/90d2dacc-43ba-540a-9c35-4e4ce8cd00e0.json,90d2dacc-43ba-540a-9c35-4e4ce8cd00e0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/90d2dacc-43ba-540a-9c35-4e4ce8cd00e0,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/cfefd20c8c9b992b17a1c902c99ff3e5e4d7219b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654451,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/90d2dacc-43ba-540a-9c35-4e4ce8cd00e0/manifest,,,,,1
