タイトル,年月日,本文タイトル（原本）,巻頭目録タイトル（原本）,本文タイトル（標点本）,巻頭目録タイトル（標点本）,冊,巻,条,画像（開始コマ）,請求記号,類,目,影印本,標点本,Date Created,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
納粟贖罪則例,成化6.12.10,納粟贖罪則例,納粟贖罪則例/前件成化六年十二月初十日處置救荒恤民事,納粟贖罪則例,納粟贖罪則例/前件成化六年十二月初十日處置救荒恤民事,第1冊,卷1,第10條,0001-00036,A00:6290:1,五刑類,五刑,上-16上表,乙4-21(1-10),1470-120-10,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ce876ea2-be1b-4bd7-8331-1c86eaebf6b0.json,ce876ea2-be1b-4bd7-8331-1c86eaebf6b0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/ce876ea2-be1b-4bd7-8331-1c86eaebf6b0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ec24830777fce5685c6ff21727712e009a4fbe82.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99295,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ce876ea2-be1b-4bd7-8331-1c86eaebf6b0/manifest,,,,,5
操官總小旗等免罰紙,成化10.4.8,操官總小旗等免罰紙,操官總小旗等免罰紙/前件成化十年四月初八日處置條例事,操官總小旗等免罰紙,操官總小旗等免罰紙/前件成化十年四月初八日處置條例事,第1冊,卷1,第11條,0001-00040,A00:6290:1,五刑類,五刑,上-18上表,乙4-25(1-11),1474-040-08,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5c08c5ba-771c-4b47-b494-0fbb09bd4fec.json,5c08c5ba-771c-4b47-b494-0fbb09bd4fec,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/5c08c5ba-771c-4b47-b494-0fbb09bd4fec,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e944276232711a7f20a93bcbd5ef22430fdcaf67.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99296,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5c08c5ba-771c-4b47-b494-0fbb09bd4fec/manifest,,,,,2
軍職不係滿徒仍還職管事例,成化10.4.8,軍職不係滿徒仍還職管事例,軍職不係滿徒仍還職管事例/前件成化十年四月初八日處置條例事,軍職不係滿徒仍還職管事例,軍職不係滿徒仍還職管事例/前件成化十年四月初八日處置條例事,第1冊,卷1,第12條,0001-00041,A00:6290:1,五刑類,五刑,上-18下表,乙4-25(1-12),1474-040-08,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0223c70b-7500-4878-b49f-87e510e34364.json,0223c70b-7500-4878-b49f-87e510e34364,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/0223c70b-7500-4878-b49f-87e510e34364,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/17705d1b33aba26ff4884b5773d91f4e6d9af570.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99297,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0223c70b-7500-4878-b49f-87e510e34364/manifest,,,,,2
太常寺廚役納鈔贖罪其犯奸盜詐僞及有誤供祀等項照舊的決做工改撥光祿寺應役例,成化10.閏6.11,太常寺廚役納鈔贖罪其犯奸盜詐僞及有誤供祀等項照舊的決做工改撥光祿寺應役例,大常寺廚役納鈔贖罪其犯姦盜詐僞及有悞供祀等項照舊的決做工改撥光祿寺應役例/前件成化十年閏六月十一日廚役贖罪事,太常寺廚役納鈔贖罪其犯姦盜詐僞及有誤供祀等項照舊的決做工改撥光祿寺應役例,太常寺廚役納鈔贖罪其犯姦盜詐僞及有誤供祀等項照舊的決做工改(擬)[撥]光祿寺應役例/前件成化十年閏六月十一日廚役贖罪事,第1冊,卷1,第13條,0001-00042,A00:6290:1,五刑類,五刑,上-19上表,乙4-26(1-13),1474-065-11,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f5b4f7a4-56ff-4987-94a5-25da8f35f92d.json,f5b4f7a4-56ff-4987-94a5-25da8f35f92d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/f5b4f7a4-56ff-4987-94a5-25da8f35f92d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/85c70d51581bdd72d693ab4060bb7468241d7c9e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99298,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f5b4f7a4-56ff-4987-94a5-25da8f35f92d/manifest,,,,,2
內外問刑衙門遇有在京衞分委官把總軍吏人等前去通州倉關糧通同作弊巡倉御史備由送法司提問連灰做工等項發落其通州等衞幷在京府衞所屬官舍軍民人等逃移各處幷買賣之人有犯雜犯死罪以下俱照在外事例一體納米哨嘹擺站等項發妖言等項重情仍解法司例,成化13.8.7,內外問刑衙門遇有在京衞分委官把總軍吏人等前去通州倉關糧通同作弊巡倉御史備由送法司提問連灰做工等項發落其通州等衞幷在京府衞所屬官舍軍民人等逃移各處幷買賣之人有犯雜犯死罪以下俱照在外事例一體納米哨嘹擺站等項發妖言等項重情仍解法司例,內外問刑衙門遇有在京衞分委官把總官吏人等前去通州倉關糧通同作弊巡倉御史備由送法司提問運灰做工等項發落其通州等衞幷在京府衞所屬官舍軍民人等逃移各處居住幷買賣之人有犯雜犯死罪以下俱照在外事例一體納米哨嘹擺站等項發落妖言等項重情仍解法司例/前件成化十三年八月初七日陳言發落罪囚事,內外問刑衙門遇有在京衞分委官把總官吏人等前去通州倉關糧通同作弊巡倉御史備由送法司提問運灰做工等項發落其通州等衞幷在京府衞所屬官舍軍民人等逃移各處居住幷買賣之人有犯雜犯死罪以下俱照在外事例一體納米哨瞭擺站等項發[落]妖言等項重情仍解法司例,內外問刑衙門遇有在京衞分委官把總官吏人等前去通州倉關糧通同作弊巡倉御史備由送法司提問運灰做工等項發落其通州等衞幷在京府衞所屬官舍軍民人等逃移各處居住幷買賣之人有犯雜犯死罪以下俱照在外事例一體納米哨瞭擺站等項發落妖言等項重情仍解法司例/前件成化十三年八月初七日陳言發落罪囚事,第1冊,卷1,第14條,0001-00044,A00:6290:1,五刑類,五刑,上-20上表,乙4-27(1-14),1477-080-07,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6ae8fcc7-3206-4679-97b0-48e36fb76f65.json,6ae8fcc7-3206-4679-97b0-48e36fb76f65,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/6ae8fcc7-3206-4679-97b0-48e36fb76f65,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/106c7a6875b6f59cf240511a919b32817a7670f9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99299,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6ae8fcc7-3206-4679-97b0-48e36fb76f65/manifest,,,,,4
運磚運灰炭等項囚犯無力監追半年之上未完者改撥做工例,成化15.2.14,運磚運灰炭等項囚犯無力監追半年之上未完者改撥做工例,運磚運灰運炭等項囚犯無力監追半年之上未完者改撥做工例/前件成化十五年二月十四日陳言事,運磚運灰[運]炭等項囚犯無力監追半年之上未完者改撥做工例,運磚運灰運炭等項囚犯無力監追半年之上未完者改(擬)[撥]做工例/前件成化十五年二月十四日陳言事,第1冊,卷1,第15條,0001-00047,A00:6290:1,五刑類,五刑,上-21下表,乙4-30(1-15),1479-020-14,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ccd47445-7970-4826-bb15-0437b492ccd6.json,ccd47445-7970-4826-bb15-0437b492ccd6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/ccd47445-7970-4826-bb15-0437b492ccd6,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/03f68f09343c0fb7406f30b4cbe11370b2cfe05b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99300,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ccd47445-7970-4826-bb15-0437b492ccd6/manifest,,,,,3
笞杖罪囚例該做工者出備工價修理監牆廳庫例,成化15.8.24,笞杖罪囚例該做工者出備工價修理監牆廳庫例,笞罪囚例該做工者備出工價修理監牆廳庫例/前件成化十五年八月二十四日修理監牆等事,笞杖罪囚例該做工者出備工價修理監牆廳庫例,笞杖罪囚例該做工者出備工價修理監牆廳庫例/前件成化十五年八月二十四日修理監牆等事,第1冊,卷1,第16條,0001-00049,A00:6290:1,五刑類,五刑,上-22下表,乙4-32(1-16),1479-080-24,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b348f1c7-70f6-4f94-a84b-32ec7afef398.json,b348f1c7-70f6-4f94-a84b-32ec7afef398,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/b348f1c7-70f6-4f94-a84b-32ec7afef398,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/83ded44b28fb7cc3331d1ff2664b5e6659167981.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99301,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b348f1c7-70f6-4f94-a84b-32ec7afef398/manifest,,,,,3
問發運灰炭等項囚犯監追半年之上無力完納者改撥做工例,成化16.4.16,問發運灰炭等項囚犯監追半年之上無力完納者改撥做工例,問發運灰炭等項囚犯監追半年之上無力完納者改撥做工例/前件成化十六年四月十六日分豁事,問發運灰炭等項囚犯監追半年之上無力完納者改撥做工例,問發運灰炭等項囚犯監追半年之上無力完納者改(擬)[撥]做工例/前件成化十六年四月十六日分豁事,第1冊,卷1,第17條,0001-00051,A00:6290:1,五刑類,五刑,上-23下表,乙4-33(1-17),1480-040-16,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/87b095d2-28ae-47b8-b13d-dccc8dbd69ef.json,87b095d2-28ae-47b8-b13d-dccc8dbd69ef,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/87b095d2-28ae-47b8-b13d-dccc8dbd69ef,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c7122156851c61eb92c218807f2cce6bacfe84f7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99302,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/87b095d2-28ae-47b8-b13d-dccc8dbd69ef/manifest,,,,,3
各處沿邊沿海旗軍舍餘幷邊民雜犯死罪竊盜掏摸搶奪盜家畜犯該徒流罪者俱准杖一百廳總兵官査撥守哨如截殺等不在就行彼処巡撫巡按或分巡官査撥例,成化17.9.17,各處沿邊沿海旗軍舍餘幷邊民雜犯死罪竊盜掏摸搶奪盜家畜犯該徒流罪者俱准杖一百廳總兵官査撥守哨如截殺等不在就行彼処巡撫巡按或分巡官査撥例,各處沿邊沿海旗軍舍餘幷邊民雜犯死罪竊盜掏摸搶奪盜官畜犯該徒流罪者俱決杖一百聽總兵官査撥守哨如截殺等不在就行本處巡撫巡按或分巡官査撥例/前件成化十七年九月十七日使鹽獄囚事,各處沿邊沿海旗軍舍餘幷邊民雜犯死罪竊盜掏摸搶奪盜官畜產犯該徒流罪者俱(准)[決]杖一百聽總兵官査撥守哨如截殺等不在就行(彼)[本]處巡撫巡按或分巡官査撥例,各處沿邊沿海旗軍舍餘幷邊民雜犯死罪竊盜掏摸搶奪盜官畜產犯該徒流罪者俱決杖一百聽總兵官査撥守哨如截殺等不在就行本處巡撫巡按或分巡官査撥例/前件成化十七年九月十七日(使鹽)[便益]獄(辦)[囚]事,第1冊,卷1,第18條,0001-00053,A00:6290:1,五刑類,五刑,上-24下表,乙4-35(1-18),1481-090-17,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0747a361-ae8c-490e-853d-9618d08247ee.json,0747a361-ae8c-490e-853d-9618d08247ee,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/0747a361-ae8c-490e-853d-9618d08247ee,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c49b864a7db97f25268e0442b91dfb32e5527a49.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99303,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0747a361-ae8c-490e-853d-9618d08247ee/manifest,,,,,2
南京刑部都察院問過囚犯送南京戶部納米,成化19.12.25,南京刑部都察院問過囚犯送南京戶部納米,南京刑部都察院問過囚犯送南京戶部納米/前件成化十九年十二月二十五日申明舊制事,南京刑部都察院問過囚犯送南京戶部納米,南京刑部都察院問過囚犯送南京戶部納米/前件成化十九年十二月二十五日申明舊制事,第1冊,卷1,第19條,0001-00054,A00:6290:1,五刑類,五刑,上-25上表,乙4-37(1-19),1483-120-25,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/993d5822-c4f6-4ef7-beab-211a24d7d9de.json,993d5822-c4f6-4ef7-beab-211a24d7d9de,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/993d5822-c4f6-4ef7-beab-211a24d7d9de,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4f07932731987249a68e7177f7ea653cd3aac35a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99304,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/993d5822-c4f6-4ef7-beab-211a24d7d9de/manifest,,,,,3
永平等府衞囚犯問發運廣寧等倉糧數,成化20.2.5,永平等府衞囚犯問發運廣寧等倉糧數,永平等府衞囚犯問發運廣寧等倉糧數/前件成化二十年二月初五日陳言邊儲事,永平等府衞囚犯問發運廣寧等倉糧數,永平等府衞囚犯問發運廣寧等倉糧數/前件成化二十年二月初五日陳言邊儲事,第1冊,卷1,第20條,0001-00057,A00:6290:1,五刑類,五刑,上-26下表,乙4-39(1-20),1484-020-05,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/df298e94-cc10-44e3-8d3a-3614551a156c.json,df298e94-cc10-44e3-8d3a-3614551a156c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/df298e94-cc10-44e3-8d3a-3614551a156c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5968d776b06dc1ff71d9a8396f13a667b4089016.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99305,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/df298e94-cc10-44e3-8d3a-3614551a156c/manifest,,,,,4
囚人贖罪米穀於本處預備倉上納,成化21.2.11,囚人贖罪米穀於本處預備倉上納,囚人贖罪米穀於本處預備倉上納/前件成化二十一年二月十二日,囚人贖罪米穀於本處預備倉上納,囚人贖罪米穀於本處預備倉上納/前件成化二十一年二月十二日,第1冊,卷1,第21條,0001-00060,A00:6290:1,五刑類,五刑,上-28上表,乙4-41(1-21),1485-020-11,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/aca61cb9-07d1-4705-aea1-aadf5f770ee5.json,aca61cb9-07d1-4705-aea1-aadf5f770ee5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/aca61cb9-07d1-4705-aea1-aadf5f770ee5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3cb9ed9d1701ae9f7119ba5cbeb6e834075ecddf.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99306,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/aca61cb9-07d1-4705-aea1-aadf5f770ee5/manifest,,,,,2
南京兩法司納料做工囚犯按季造册送南京工科註銷,弘治1.4.12,南京兩法司納料做工囚犯按季造册送南京工科註銷,南京兩法司納料做工囚犯按季造册送南京工科註銷/前件弘治元年四月十三日,南京兩法司納料做工囚犯按季造册送南京工科註銷,南京兩法司納料做工囚犯按季造册送南京工科註銷/前件弘治元年四月十二日,第1冊,卷1,第22條,0001-00061,A00:6290:1,五刑類,五刑,上-28上裏,乙4-42(1-22),1488-040-12,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f7009154-d7d3-4ae0-baf9-32e4d34dc229.json,f7009154-d7d3-4ae0-baf9-32e4d34dc229,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/f7009154-d7d3-4ae0-baf9-32e4d34dc229,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/db8b0895fcec8b13fa18b3d2c3e2ced72f53872b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99307,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f7009154-d7d3-4ae0-baf9-32e4d34dc229/manifest,,,,,2
軍民人等應決人數犯該徒罪的決杖數,弘治3.8.3,軍民人等應決人數犯該徒罪的決杖數,軍民人等應決人數犯該徒罪的決杖數/前件弘治二年八月初三日傳奉事,軍民人等應決人數犯該徒罪的決杖數,軍民人等應決人數犯該徒罪的決杖數/前件弘治(二)[三]年八月初三日傳奉事,第1冊,卷1,第23條,0001-00062,A00:6290:1,五刑類,五刑,上-29上表,乙4-43(1-23),1490-080-03,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c13b9bd3-50a4-426a-a6b7-8ba7421e9448.json,c13b9bd3-50a4-426a-a6b7-8ba7421e9448,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/c13b9bd3-50a4-426a-a6b7-8ba7421e9448,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/97a2db62504a85edd3c64b0620edd736ab40997a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99308,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c13b9bd3-50a4-426a-a6b7-8ba7421e9448/manifest,,,,,2
運糧幷送馬快舡官旗犯笞杖罪納鈔者官犯該受贓害軍幷總小旗徒罪以上納做工等項發落,弘治2.10.27,運糧幷送馬快舡官旗犯笞杖罪納鈔者官犯該受贓害軍幷總小旗徒罪以上納做工等項發落,運糧幷送馬快舡官旗犯笞杖罪納鈔若官犯該受贓害軍幷總小旗徒罪以上做工等項發落/前件弘治二年十月二十七日,運糧幷送馬快船官旗犯笞杖罪納鈔(者)[若]官犯該受贓害軍幷總小旗徒罪以上(納)做工等項發落,運糧幷送馬快船官旗犯笞杖罪納鈔若官犯該受贓害軍幷總小旗徒罪以上做工等項發落/前件弘治二年十月二十七日,第1冊,卷1,第24條,0001-00063,A00:6290:1,五刑類,五刑,上-29上裏,乙4-44(1-24),1489-100-27,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0c4a76f4-7e13-41d3-82d7-24190f7444cb.json,0c4a76f4-7e13-41d3-82d7-24190f7444cb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/0c4a76f4-7e13-41d3-82d7-24190f7444cb,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a4492b9c7f3b494076d5963a17f49f255ad4a7e4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99309,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0c4a76f4-7e13-41d3-82d7-24190f7444cb/manifest,,,,,1
甘粟地方衞所舍人總小旗犯笞罪有力納米無力納鈔的決,弘治4.10.10,甘粟地方衞所舍人總小旗犯笞罪有力納米無力納鈔的決,甘肅地方衞所舍人總小旗犯笞罪有力納米無力或納鈔的決/前件弘治四年十月初十日公務事,甘肅地方衞所舍人總小旗犯笞罪有力納米無力納鈔的決,甘肅地方衞所舍人總小旗犯笞罪有力納米無力(或)納鈔的決/前件弘治四年十月初十日公務事,第1冊,卷1,第25條,0001-00063,A00:6290:1,五刑類,五刑,上-29下表,乙4-44(1-25),1491-100-10,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4b72aa0d-9958-4c90-922b-a2b4e5d91396.json,4b72aa0d-9958-4c90-922b-a2b4e5d91396,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/4b72aa0d-9958-4c90-922b-a2b4e5d91396,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/39f658f7f57eb419bce7db11e6eb00bb7712a0d1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99310,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4b72aa0d-9958-4c90-922b-a2b4e5d91396/manifest,,,,,3
在京法司囚犯納紙許家屬自買送納無籍之徒及承送吏典誆要錢物事發問罪枷號職官有犯奏,弘治6.閏5,在京法司囚犯納紙許家屬自買送納無籍之徒及承送吏典誆要錢物事發問罪枷號職官有犯奏,在京法司囚犯納紙許家屬自買送納無籍之徒及承送吏典誆要錢物事發問罪枷號職官有犯奏/前件弘治六年,在京法司囚犯納紙許家屬自買送納無籍之徒及承送吏典誆要錢物事發問罪枷號職官有犯奏[請],在京法司囚犯納紙許家屬自買送納無籍之徒及承送吏典誆要錢物事發問罪枷號職官有犯奏[請]/前件弘治六年,第1冊,卷1,第26條,0001-00066,A00:6290:1,五刑類,五刑,上-30下裏,乙4-46(1-26),1493-055-99,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8a4d0d3b-d694-46f0-9ba0-4a6d61ab6263.json,8a4d0d3b-d694-46f0-9ba0-4a6d61ab6263,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/8a4d0d3b-d694-46f0-9ba0-4a6d61ab6263,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fa61092ddfe1b75e97bcd26e47885c6c9aec7206.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99311,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8a4d0d3b-d694-46f0-9ba0-4a6d61ab6263/manifest,,,,,1
